,clean_tweet,class,labels
1103,    pacer is short for pussy,1,offensive
1104,thirsty ass bitches shit dat ion like,1,offensive
1105,where is all my bitcheswhere did they goooo,1,offensive
1106,    saying bitch after proving your point,1,offensive
1107,do not you hate that dumb ass voice that everyone uses when they try to mock something you said,1,offensive
1108,these hoes aint loyal  ,1,offensive
1109,    trying so hard to resist the urge to smack a bitch httptcoukof7k2rrh,1,offensive
1110,    niggas aint shit but hoes with dicks,1,offensive
1111,brrr hoe dichter bij het sint gebeuren hoe racistischer de drek op twitter en het komt nagenoeg alleen van de prozwartepieten hoek engvolk,1,offensive
1112,    my anaconda do not want none unless you defeat the huns son httptcouztkgawtfm,0,non_offensive
1113,    twitter hoes just different bitches want to text or dm all day hoe i am trying to fuck something,1,offensive
1114,    can raheel mock propphet muhammad in same way as he mocked lord ram and sita httpstcoijeahr3cji   will he apologise  ,0,non_offensive
1115,i am not the brightest but i can guess her game a lil and i know how much of attention whores those bitches are,1,offensive
1116,i do not want sex bitch i only want ya neck bitch lol,1,offensive
1117,  yes so you could leave fag,1,offensive
1118,      if he fuck yo bitch u should be happy like damn boosie fucked my bitch lmao,1,offensive
1119,    i love when the birds are chirping in the morning  ,0,non_offensive
1120,a lot of you niggas turned these bitches into sketch ass bitches,1,offensive
1121,these hoes aint yours,1,offensive
1122,hahaha my girl just popped on a bitch like a molly haha,1,offensive
1123,                      httptcovii3smgrm3,0,non_offensive
1124,dat mean u ugly hoe if only getting fuck doggie style     hot nigga httptcovsoqnuoh5v,1,offensive
1125,i smoke a lot of weed to keep them bitches of ma mind,1,offensive
1126,gucci feel like jeezy pussy outchea you tried to kill me and was not successful nigga lucky gucci aint tried to down him,1,offensive
1127,    sorry bitches it takes more than luck to beat me,1,offensive
1128,    hahaha she to much of a thottie for you never fear captain saveathot is here to save that hoe  ,1,offensive
1129,  do not fall in love with a bitch   ,1,offensive
1130,  this bitch  ,1,offensive
1131,oriental rugs cause i am flyer than a dove,0,non_offensive
1132,yo bitch choosin just letr,1,offensive
1133,    u both sorry to give racist   a platform w his trash language dana ur intvw was below kindergarten level,0,non_offensive
1134,  httptcoprrskknqrv love frat boy w soft long soles,0,non_offensive
1135,hanging out with guys does not make you a hoe,1,offensive
1136,    fuck joo musts broke this niggas heart stealin his bitch if he that hurt with her  ,1,offensive
1137,     that bitch wanna ignore my text wait till she get off work      caption this httptcozwrimdzqnv,1,offensive
1138,i do not got that bad of a mouth do i fuck shit ass bitch cunt shooby de doo wop,1,offensive
1139,karmas a bitch i guess you should of loved the old me,1,offensive
1140,fuck all that talking bitch y u got my name in to mouth,1,offensive
1141,24rozayidgt mad cuz twan fuck his bitch  httptcogoyzfou46i,1,offensive
1142,    omg october is gonna be the best month ever basic bitch,1,offensive
1143,  cavs trash heat trash smh  gotta make trades,0,non_offensive
1144,niggas be bitches hoes be bitches ion see no difference,1,offensive
1145,  ffffffffffffuck baratheon rebellions are a bitch,1,offensive
1146,god bless the dumb niggas who trust these hoes,1,offensive
1147,    fuck a closed casket bitch put me with the treeslet me rotthrow some seedswater me and give me leaves,1,offensive
1148,call when you grow up if you live that long sorry for parents with such poor skills they got you     old bitch,1,offensive
1149,  grandmas always b asking you do you have a girlfriend noi got hoes tf you mean  real shit,1,offensive
1150,  it for me please and thanks   did a pierced pussy just come across my timeline  ,1,offensive
1151,rescue elephant calf   looking fuzzy at the international fund for animal welfare rehabilitati httptcopaetlxguoa,0,non_offensive
1152,    commie amp  mints     f  this faggot commie httptcolnqnpchcia,1,offensive
1153,      i just fucked the life out this bitch  ,1,offensive
1154,let a bitch say i got a small dick on god i will whip that shit out and show everyone in the room what i got blessed,1,offensive
1155,    i call my penis the titanic because so many bitches went down on it,1,offensive
1156,i cannot sleep so ima watch spongebob and eat crackers and peanut butter,0,non_offensive
1157,i should be the only nigga my bitch texting right now ,1,offensive
1158,amp this bitch ask me why my jeans sag cuz they tryna hold my bandz up  ,1,offensive
1159,  go away already  ,0,non_offensive
1160,  yeah way to block me fag your scared you go and hit girls how tough does that make you tough enough to know i would beat,1,offensive
1161,  i honesty think the internet is just full of retards,1,offensive
1162,a 50 dollar card make a young nicca go hard  throw in a cell phone i can get you left on the yard,1,offensive
1163,i think these bitches tryna set me uuuuhhuuhhhhhp,1,offensive
1164,  same hoes is still at it i should have known ,1,offensive
1165,    if a single wasp could read these   tweets there could be a peace treaty between wasps and man but wasps are  ,0,non_offensive
1166,    she said she aint tricking off on them hoesllsfoolish,1,offensive
1167,you all bitches better stop the madness ,1,offensive
1168,why yall bitches be havin stretch marks on yall upper ass  ,1,offensive
1169,aint nothing funnier then watching a woman try to hide her inner hoe   know she like to get hit from the back and have a fingernvm,1,offensive
1170,bc she likes black men and rap music huh lol       in general she wants to be colored,0,non_offensive
1171,eff it let us go after the cripple httptcoksamx1jpfv,1,offensive
1172,my nigguh,1,offensive
1173,literally in the middle of the ghetto and these people look scary,0,non_offensive
1174,      i aint gettin my hands tatted dumb ass y yo bitch ass leave da bus stop last night the main was goin,1,offensive
1175,  use monkey maker you prick,1,offensive
1176,    where are they now fads doc martens enjoying anal sex girbaud posers wiggers fake bangers now accountantsjncos domin ,1,offensive
1177,    lifes a bitch because if it was a slut it would be easy,1,offensive
1178,    when tyler the creator said rape a pregnant bitch and tell my friends i had a threesome httptcombrtvpuakt,1,offensive
1179,if i had hair i would seriously go for a perm now genetics is a stone cold bitch,1,offensive
1180,  too many lil niggas on my tl httptcovqgezmmwws  boosie got hoes,1,offensive
1181,why do not you text your own mom dumb bitch,1,offensive
1182,    i must be a bitch  you are   sike naw this why we always beefing  ,1,offensive
1183,well they do now haha     i just think these bitches are confused like i am wife   lol  ,1,offensive
1184,  sauerkraut saul is a punk ass bitch,1,offensive
1185,oh and i am back bitch no one walks all over me ever again ever,1,offensive
1186,    camels ostriches and zebras see you at the races  ,0,non_offensive
1187,tommy trash,0,non_offensive
1188,    no respect for a bitch she gonna top me regardless  ,1,offensive
1189,i am definitely watching that mook lux battle today damn it,0,non_offensive
1190,      wya bitch,1,offensive
1191,westside nicca,1,offensive
1192,    hoes gone be hoes  these hoes cannot be trusted  ,1,offensive
1193,you wanna watch the game she wanna watch   but yo bitch ass did not buy her another tv so you gotta take da l,1,offensive
1194,then there is this stupid bitch in my class that literally has to ask a question every time the professor says something,1,offensive
1195,my bird got a headache  ,0,non_offensive
1196,this morning is brought to you by emergenc i really need to nip this coldflu business in the bud  ,0,non_offensive
1197,not sure why   would care about nelson mandela being that he is one of them if you know what i mean    ,0,non_offensive
1198,i was trying fuck something today and this bitch want lie talking bout his brother was on his phone lmfao i feel played,1,offensive
1199,ima shmurda dance in that pussy hoe ,1,offensive
1200,        2 many lil bitty bitches,1,offensive
1201,met a foreign bitch at wesley    she better call me,1,offensive
1202,long neck ass bitch lmbo,1,offensive
1203,    now go take out the trash    today i was   but thankfully not   thanks ladies httpt ,0,non_offensive
1204,you too old to be on twitter crying like a bitch,1,offensive
1205,too many grown man out here worryin about the friendzoneyall got priorities fucked my nig,1,offensive
1206,niggas cry when they get hit high and cry when they get hit low nfl full of pussies now,1,offensive
1207,god i cant fucking stand waiters who bitch about people not tipping get a real fucking job,1,offensive
1208,real shit i love eating pussy,1,offensive
1209,    stfu stupid bitch god damn unfuckingfollow me then shit,1,offensive
1210,  this the i play soccer cheat on girls and wear khaki coloured cargos haircut httptcozuai7qwbir   yup,0,non_offensive
1211,i cuff no hoes,1,offensive
1212,oh no   are you saying the democrats lost the   vote lmao bobble head  ,0,non_offensive
1213,    karma is a bitch   ,1,offensive
1214,  can pornhub just get a gaming stream feature so these dumb bitches can gtfo   get on it katielt3,1,offensive
1215,  i know bout yo wack ass dreads nigger,1,offensive
